"SVY_COMP","SVY_COMP_LABEL","GEO_ID","NAME","GEO_ID_F","YEAR","AGG_DESC","AGG_DESC_LABEL","GOVTYPE","GOVTYPE_LABEL","AMOUNT","AMOUNT_FORMATTED"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2833717","2,833,717"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2884867","2,884,867"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2662867","2,662,867"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2975222","2,975,222"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2598470","2,598,470"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2340505","2,340,505"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","7896071","7,896,071"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","7344587","7,344,587"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","7314339","7,314,339"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","6753385","6,753,385"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","6987148","6,987,148"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","7132650","7,132,650"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","7480799","7,480,799"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","7681598","7,681,598"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1449957","1,449,957"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1535902","1,535,902"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1563347","1,563,347"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1577951","1,577,951"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1604854","1,604,854"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1313444","1,313,444"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1611323","1,611,323"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1625523","1,625,523"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","1353204","1,353,204"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","1289645","1,289,645"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","1363630","1,363,630"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","1414999","1,414,999"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","1439737","1,439,737"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","1505051","1,505,051"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","1521343","1,521,343"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","1555678","1,555,678"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","6546416","6,546,416"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","6746660","6,746,660"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","7106821","7,106,821"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","7320734","7,320,734"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","7832229","7,832,229"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","8194704","8,194,704"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","9142075","9,142,075"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","9140892","9,140,892"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0031","Total Expenditure - General Expenditure","002","State","37297199","37,297,199"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0031","Total Expenditure - General Expenditure","002","State","37605118","37,605,118"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0031","Total Expenditure - General Expenditure","002","State","40657614","40,657,614"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0031","Total Expenditure - General Expenditure","002","State","43875706","43,875,706"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0031","Total Expenditure - General Expenditure","002","State","45508047","45,508,047"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0031","Total Expenditure - General Expenditure","002","State","48814240","48,814,240"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0031","Total Expenditure - General Expenditure","002","State","50744226","50,744,226"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0031","Total Expenditure - General Expenditure","002","State","53312108","53,312,108"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0032","Total Expenditure - General Expenditure - Intergovernmental General Expenditure","002","State","10314091","10,314,091"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0032","Total Expenditure - General Expenditure - Intergovernmental General Expenditure","002","State","10283471","10,283,471"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0032","Total Expenditure - General Expenditure - Intergovernmental General Expenditure","002","State","11172420","11,172,420"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0032","Total Expenditure - General Expenditure - Intergovernmental General Expenditure","002","State","11783929","11,783,929"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0032","Total Expenditure - General Expenditure - Intergovernmental General Expenditure","002","State","12448294","12,448,294"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0032","Total Expenditure - General Expenditure - Intergovernmental General Expenditure","002","State","13639615","13,639,615"
